,index,URL,Date,Tweet,ID,Username,Replies,Reetweets,Likes,Quotes,conversationId,Language,Links,Media,Retweeted Tweet,Bookmarks
5471,550,https://twitter.com/ezasyabani/status/1658691078676176896,2023-05-17 04:29:04+00:00,"@SicSooca @secgron @bankbsi_id Lah emang fakta,, tapi kan bahasnya bukan pakta atau bukan 🤣 emosian amat dah

Eta like sma twitnya sama juga fakta",1658691078676176896,ezasyabani,0,0,0,0,1657192354829451264,in,,,,0
5472,114,https://twitter.com/mudzakirmanaf/status/1658839026625830913,2023-05-17 14:16:58+00:00,"@eLganufa stresss minggu2 ini...gegara bank ini error, anak di pondok (Serang Banten) hanya pegang ATM BSI dan emang di kompleks ponpes hanya ada ATM BSI",1658839026625830913,mudzakirmanaf,1,0,0,0,1658837455368253444,in,,,,0
5473,978,https://twitter.com/lilaazka/status/1658526938049449984,2023-05-16 17:36:50+00:00,"Udah jadi BSI tapi nama BSM nya masih dipake terus bahkan mutasi rekening dari internet banking juga penerima nya masih tertulis ""bank syariah mandiri"". Waktu konfirmasi ke salah satu staff. Kata beliaunya sendiri malah baru tau. Wkwkwk",1658526938049449984,lilaazka,0,0,0,0,1658526938049449984,in,,,,0
5474,9635,https://twitter.com/bimabimantara3/status/1657262474671054849,2023-05-13 05:52:19+00:00,"@pinguindanikan @RochmatPurwanto @bankbsi_id Lu punya tabungan gak si? Itu ada potongan 2500 artinya dia pake bi fast, dan BI fast itu bisa tf sampe 250 juta wkwkwkwk",1657262474671054849,bimabimantara3,1,0,0,0,1657217015122362368,in,,,,0
5475,3539,https://twitter.com/rahayusheeey/status/1658010184080584705,2023-05-15 07:23:26+00:00,@bankbsi_id Min kenapa blm bisa topup terus sih,1658010184080584705,rahayusheeey,2,0,0,1,1657346196548239360,in,,,,0
5476,9559,https://twitter.com/khalydm__/status/1657265716788355072,2023-05-13 06:05:12+00:00,"@secgron @bankbsi_id Nice move pemerintah Aceh yg buat kebijakan semua bank harus syariah. Sekalinya bocor, atu provinsi datanya lengkap. MANTAP",1657265716788355072,khalydm__,0,0,4,0,1657192354829451264,in,,,,0
5477,22572,https://twitter.com/lgh_khun/status/1655986467406225409,2023-05-09 17:21:55+00:00,"Lalu apa kaitannya dengan BSI?

Nah kebetulan semenjak tiga bank syariah nasional merger. BSI menggunakan GPN sebagai sistem pembayaran utama yang sebelumnya para bank syariah nasional tersebut ada yang menggunakan operator dari Visa maupun Mastercard.",1655986467406225409,lgh_khun,1,0,1,0,1655986428537614336,in,,,,0
5478,671,https://twitter.com/getdosen/status/1658665330422714368,2023-05-17 02:46:45+00:00,@cqomes @bankbsi_id ada kemungkinan gak masuk ya mbak uang nya?,1658665330422714368,getdosen,0,0,0,0,1658634424966344704,in,,,,0
5479,15221,https://twitter.com/JaaxsBoy/status/1656549411131129867,2023-05-11 06:38:51+00:00,@vxr680 @bankbsi_id lu kira gw bego percaya lu,1656549411131129867,JaaxsBoy,0,0,0,0,1656548709109497857,in,,,,0
5480,879,https://twitter.com/AsliPha/status/1658628046377861120,2023-05-17 00:18:36+00:00,"@Santi_Evri @bankbsi_id Isi saldo pertama pas buka rekening udah kepotong 50rb langsung. Dan ga dijelasin itu kepotong buat apa. Skrng jdi harus ditahan 50rb pula. Tanpa ada info apa"". Bukan masalah ketahannya sih. Infonya itu loh. Kok ga ada",1658628046377861120,AsliPha,1,0,0,0,1657901848916017152,in,,,,0
5481,20715,https://twitter.com/habibburhan/status/1656213789711413248,2023-05-10 08:25:13+00:00,@AhmadGozali @bankbsi_id Ijin copy mas... aku juga mau say bye sama @bankbsi_id 🙄,1656213789711413248,habibburhan,0,0,0,0,1656145965609517062,in,,,,0
5482,1014,https://twitter.com/kulhuaeleksuwen/status/1658509064782106628,2023-05-16 16:25:49+00:00,@gibran_tweet @BNI semoga @BNI tidak seperti @bankbsi_id 🙏🏻,1658509064782106628,kulhuaeleksuwen,1,0,0,1,1658501480071204865,in,,,,0
5483,10335,https://twitter.com/nachungchaehye/status/1657227705241444358,2023-05-13 03:34:09+00:00,"@mharisman @widodotesla @secgron @bankbsi_id Mjb, kak. mau nanya. Ini meski swing dan naik di DRC ngga mungkin yah? Karena posisinya databasenya dikedua arah udah kena?",1657227705241444358,nachungchaehye,2,0,0,0,1657192354829451264,in,,,,0
5484,5312,https://twitter.com/Anfieldbreath/status/1657609149428154371,2023-05-14 04:49:52+00:00,@andibayy @NichoKrisna @secgron @rayestu @bankbsi_id default tapi gak pernah diubah 😂,1657609149428154371,Anfieldbreath,0,0,0,0,1657192354829451264,in,,,,0
5485,17116,https://twitter.com/Ray61689334/status/1656471502269845504,2023-05-11 01:29:16+00:00,"@bankbsi_id Hari ke 4 mau narik uang gabisa.. M-banking, ATM dan tellerpun gabisa..",1656471502269845504,Ray61689334,0,0,0,0,1655777758180708355,in,,,,0
5486,10476,https://twitter.com/ahmad___06/status/1657220951715745792,2023-05-13 03:07:19+00:00,@Tokopedika @nopal___ @secgron @bankbsi_id Skak mat..🤭,1657220951715745792,ahmad___06,1,0,0,0,1657192354829451264,in,,,,0
5487,12041,https://twitter.com/fzorgive/status/1656917024940126210,2023-05-12 06:59:37+00:00,@wetterforecast @bankbsi_id huhu kk kendala dimananya? bsi mobile kah? coba kalau urgent ke atm,1656917024940126210,fzorgive,1,0,0,0,1656455776171593729,in,,,,0
5488,6710,https://twitter.com/yowesembarang/status/1657452048244436992,2023-05-13 18:25:36+00:00,@pipitpares @bankbsi_id apapun itu +1 pasti penipu,1657452048244436992,yowesembarang,0,1,0,0,1655500206715322370,in,,,,0
5489,8626,https://twitter.com/dwndhrm/status/1657322251124088834,2023-05-13 09:49:50+00:00,@secgron @bankbsi_id Info bank yg gaada pot admin apa ya? Awalnya pake bnis yg jd bsi karna gaada admin aja,1657322251124088834,dwndhrm,0,0,0,0,1657192354829451264,in,,,,0
5490,18595,https://twitter.com/lagiboseen/status/1656303936641601538,2023-05-10 14:23:25+00:00,"Tolonglah @bankbsi_id, udah miskin ini. 
Beras dikosan udah abis. 
M-Banking g bisa juga. 
Ngantri atm kalian rame pake banget. 
Mana cuman satu yang dekat, sisanya jauh sampe ratusan meter. 
Ke atm bank lain belum bisa juga.",1656303936641601538,lagiboseen,0,0,0,0,1656303936641601538,in,,,,0
5491,9000,https://twitter.com/Cheeseislikeu/status/1657295672197128193,2023-05-13 08:04:13+00:00,"Tapi Aceh jelas kacau sih, karena cuman bisa BSI atau Bank Aceh 💁🏻‍♂️",1657295672197128193,Cheeseislikeu,0,0,1,0,1657295500872417281,in,,,,0
5492,1264,https://twitter.com/b2bobs/status/1658447666618195969,2023-05-16 12:21:50+00:00,Ya oloh! BSI itu bank BUMN kan ya? Kok iso yo? Bank BUMN lain gimana ya??,1658447666618195969,b2bobs,0,0,0,0,1658447666618195969,in,,,,0
5493,3270,https://twitter.com/Xoxo22suho/status/1658086520702787584,2023-05-15 12:26:46+00:00,@justgrass_ @Nenshila_marga @pninokio @chaneeelleJ @bankbsi_id Alhamdulillah gak sampai jauh yaaa untung aja 😂😭,1658086520702787584,Xoxo22suho,1,0,0,1,1657901848916017152,in,,,,0
5494,9303,https://twitter.com/syfisabella/status/1657277265330442240,2023-05-13 06:51:05+00:00,"@RochmatPurwanto @bankbsi_id Di BSI bisa transfer dari Mobile banking maksimal 250jt utk Bi Fast, utk transfer online bisa 200jt.. jd bisa jd dari nasabah sendiri.. kenapa kerterangan nya di hide seharusnya di tunjukan saja.. itu juga kejadiannya bulan april.. sedangkan BSI ada kendalanya di mei..",1657277265330442240,syfisabella,0,0,0,0,1657217015122362368,in,,,,0
5495,5249,https://twitter.com/mynameprada/status/1657615194967908357,2023-05-14 05:13:54+00:00,"alih2 minta maaf secara menyeluruh, Bank Syariah Indonesia (BSI) terpantau malah beli slot iklan di twitter sehingga muncul twitter - ads capaian BSI

https://t.co/1Bwxcc6pVK",1657615194967908357,mynameprada,0,0,1,0,1657615194967908357,in,https://prada.substack.com/p/penyelenggara-sistem-elektronik-pse,,,0
5496,4624,https://twitter.com/disurgaaa/status/1657722914693873664,2023-05-14 12:21:56+00:00,"Assalamualaikum

@bankbsi_id kenapa m-banking belum bisa utk transaksi e-commerce dan transaksi flip?",1657722914693873664,disurgaaa,0,0,0,0,1657722914693873664,in,,,,0
5497,7808,https://twitter.com/aveef/status/1657375692508766208,2023-05-13 13:22:12+00:00,@bankbsi_id Tolong segera dibenahi,1657375692508766208,aveef,1,0,0,0,1656632873045327873,in,,,,0
5498,23246,https://twitter.com/Badriyahs_/status/1655916278731907073,2023-05-09 12:43:00+00:00,@bankbsi_id Gak bisa cek saldo di m-Banking 😭,1655916278731907073,Badriyahs_,0,0,0,0,1655807602104872960,in,,,,0
5499,2568,https://twitter.com/Asad_Irul/status/1658328375587655680,2023-05-16 04:27:49+00:00,@darktracer_int Itu bank bsi sudah daftar pse. @kemkominfo @BSSN_RI https://t.co/23QzpmB7I2,1658328375587655680,Asad_Irul,0,0,0,0,1658261961262653441,in,,,,0
5500,22813,https://twitter.com/patuuull/status/1655945930225614860,2023-05-09 14:40:50+00:00,@naufaluun @bankbsi_id Narik jg gabisa kang?,1655945930225614860,patuuull,1,0,0,0,1655939672366010369,in,,,,0
5501,22402,https://twitter.com/saleemonia/status/1656076700122513408,2023-05-09 23:20:28+00:00,@bankbsi_id Normal paledut. Masih error ini 😩,1656076700122513408,saleemonia,1,0,0,1,1655807602104872960,in,,,,0
5502,16227,https://twitter.com/Rambo20202p/status/1656506916011646977,2023-05-11 03:49:59+00:00,@bankbsi_id Siap2 Nasabah ke Lain Hati.,1656506916011646977,Rambo20202p,0,0,0,0,1655777758180708355,in,,,,0
5503,3293,https://twitter.com/AbahRidwanRT/status/1658078532306710529,2023-05-15 11:55:02+00:00,"Diduga data pribadi Bank BSI bocor, siapa yang harus bertanghung jawab tuips? https://t.co/Tf0QtDaScz",1658078532306710529,AbahRidwanRT,1,0,1,0,1658078532306710529,in,,,,0
5504,943,https://twitter.com/gandatk32065/status/1658592142766522368,2023-05-16 21:55:56+00:00,@raharjobakti @bankbsi_id @BankMuamalat Pernah jg mati layanan beberapa hari tahun kemarin.🤭,1658592142766522368,gandatk32065,1,1,0,0,1651836194463051776,in,,,,0
5505,2223,https://twitter.com/riz_kuy/status/1658356289666441216,2023-05-16 06:18:44+00:00,BANK BSI butuh Nam Do San gak ?????????,1658356289666441216,riz_kuy,0,0,1,0,1658356289666441216,in,,,,0
5506,799,https://twitter.com/mhonaco/status/1658641958951329792,2023-05-17 01:13:53+00:00,"@dayoen80 @secgron @bankbsi_id Mas nya tau sistem buzzer? Apa jgn jgn mas nya jg buzzer haters?eh, tapikan mas kejahatan IT tuh banyak dan lebih ngeri, jadi bisa aja si, kalo sewa buzzer buat pertahanin nama ya buat apa, jelas kalo salah jg gabakal ketutup, tapikan posisinya ini BSI juga korban.",1658641958951329792,mhonaco,0,0,0,0,1657192354829451264,in,,,,0
5507,1974,https://twitter.com/accdount/status/1658371494546915328,2023-05-16 07:19:10+00:00,"@dhy_Blekokk @bankbsi_id dr info yg ku dpt,
https://t.co/zrHEi3pLmS",1658371494546915328,accdount,1,0,0,0,1658262457683689472,in,https://www.industry.co.id/read/121667/pastikan-data-dan-dana-aman-bsi-nasabah-dapat-bertransaksi-secara-aman,,,0
5508,13543,https://twitter.com/sharkitty___/status/1656667884943462402,2023-05-11 14:29:37+00:00,@Lailamazidah @solastalgic @bankbsi_id Katanya aplikasi BSInya diganggu jin itu mba,1656667884943462402,sharkitty___,1,0,0,0,1656466622339780609,in,,,,0
5509,20301,https://twitter.com/Waudira/status/1656236072270172162,2023-05-10 09:53:45+00:00,@ulannnuwwuuu @bankbsi_id Ayo dong jgn kek gini BSI #BankBSIDzolim,1656236072270172162,Waudira,0,0,0,0,1656235784259928067,in,,,,0
5510,20421,https://twitter.com/9795lovin_/status/1656230105042288640,2023-05-10 09:30:02+00:00,@conjvert @bankbsi_id di aku belum bisa kak 😞 tadi ke ATM nya juga ga bisaa terus mbanking nya malah ga bisa dibuka,1656230105042288640,9795lovin_,1,0,0,0,1656196521271107584,in,,,,0
5511,10517,https://twitter.com/NopitaIndahsar7/status/1657218990069137408,2023-05-13 02:59:31+00:00,@bankbsi_id Min blm bisa topup kah di BSI mobile banking?,1657218990069137408,NopitaIndahsar7,6,1,0,0,1656869834557378560,in,,,,0
5512,19189,https://twitter.com/DianMTarmizi/status/1656278956147085313,2023-05-10 12:44:09+00:00,"BSI adalah bank sabar Indonesia. 
Rekor MURI gak sih ini udah 3x24 jam rasaku.... Ga bisa bukak mbanking, ga bisa d tf, apa maksudnyaa?? Lha anak bayaran sekolahnya lewat BSI smua 22nya. Hadeeehhh menguji kesabaran beud mak 🤦‍♀️",1656278956147085313,DianMTarmizi,0,1,0,0,1656278956147085313,in,,,,0
5513,6453,https://twitter.com/setyoriy/status/1657515491416772608,2023-05-13 22:37:42+00:00,"@bankbsi_id Min, saya transfer, saldo berkurang, tapi nggak masuk ke rek yg bersangkutan, tlfn call center ga ada yang angkat, pilihan menu bsi care pengaduan transfer gagal gabisa juga, gimana ya min? duit orang itu, BALES DONG MIN, TANGGUNG JAWAB BSI!",1657515491416772608,setyoriy,21,2,29,1,1657346196548239360,in,,,,0
5514,722,https://twitter.com/fachrj/status/1658657042092167173,2023-05-17 02:13:49+00:00,"@faizalmfi @bankbsi_id Mungkin bisa dgn alasan maintenance kl kelar dlm bbrp jam aja. Masalahnya semua sistem down berhari2, dari layanan mbanking sampe KC. 

Lbh baik tau info dari internal drpd eksternal/KOL menurut gua. Tentu dengan penyampaian yg ""diperhalus"" sedemikian rupa.",1658657042092167173,fachrj,1,0,0,0,1658490307472941056,in,,,,0
5515,14613,https://twitter.com/indoneshiamu01/status/1656584890048217088,2023-05-11 08:59:50+00:00,"@bankbsi_id 11 Mei 2023, Pukul 15.37 WIB bisa transfer dari mobile banking ke bank lain",1656584890048217088,indoneshiamu01,0,0,0,0,1655777758180708355,in,,,,0
5516,13139,https://twitter.com/cream_cappucino/status/1656806341711925250,2023-05-11 23:39:48+00:00,"@ronijaa @bankbsi_id kmarin sempat wa di akun bsi +1 (979) 888-5628. saya menyampaikan keluhan terkait bsi mobile, bertanya kndala dan mreka meminta mnelfon. pihak bsi nelfon dan mreka blng di retas pihak orng luar negri yg tdk brtanggung jawab, dan menyarankan untuk pemindahan saldo ke rekening lain",1656806341711925250,cream_cappucino,1,0,0,0,1656246588556324865,in,,,,0
5517,10718,https://twitter.com/gtafrihi/status/1657209581087621120,2023-05-13 02:22:08+00:00,@secgron @bankbsi_id @erickthohir gimana nih pak?,1657209581087621120,gtafrihi,0,0,0,0,1657192354829451264,in,,,,0
5518,2889,https://twitter.com/kaumrebahan04/status/1658299289800708096,2023-05-16 02:32:15+00:00,@ezash bukannya bank syariah lain udah di merger ke bsi semua yaa?,1658299289800708096,kaumrebahan04,1,0,1,0,1658286701289312256,in,,,,0
5519,8794,https://twitter.com/yuniepertiwi/status/1657310449032114176,2023-05-13 09:02:57+00:00,@paijodirajo @bankbsi_id Hallo @bank_indonesia @OJK_Indonesia  @DPR_RI  @DivHumas_Polri @ppid_ppatk @KemenBUMN @erickthohir  mau sampai kapan kalian diam?...,1657310449032114176,yuniepertiwi,0,0,0,0,1657184368564002817,in,,,,0
5520,7914,https://twitter.com/Fikriazhari_/status/1657370904542994433,2023-05-13 13:03:10+00:00,@bankbsi_id gangguan lagi ?,1657370904542994433,Fikriazhari_,0,0,0,0,1657370904542994433,in,,,,0
5521,8276,https://twitter.com/Hadib1s4/status/1657348152717107201,2023-05-13 11:32:46+00:00,@RochmatPurwanto @bankbsi_id kronologi gmn om...?,1657348152717107201,Hadib1s4,0,0,0,0,1657217015122362368,in,,,,0
5522,10247,https://twitter.com/fajrxxxi/status/1657232459585708032,2023-05-13 03:53:02+00:00,@Mahardhika_Ais @RochmatPurwanto @bankbsi_id Kena scam,1657232459585708032,fajrxxxi,1,0,1,0,1657217015122362368,in,,,,0
5523,8859,https://twitter.com/exalucidator/status/1657304785824137216,2023-05-13 08:40:26+00:00,@secgron @bankbsi_id modar hahaha gas audit ganti direksi bentar lagi,1657304785824137216,exalucidator,0,0,0,0,1657192354829451264,in,,,,0
5524,22708,https://twitter.com/fahmi1223ts/status/1655959054265765888,2023-05-09 15:32:59+00:00,@Bagi95991655 @y0nkke @bankbsi_id Siip,1655959054265765888,fahmi1223ts,0,0,1,0,1655807602104872960,in,,,,0
5525,16200,https://twitter.com/cherrypuddingie/status/1656508069826928644,2023-05-11 03:54:34+00:00,"Emang ga ada perkembangan, atau emang ga mau kasi perkembangan? @bankbsi_id",1656508069826928644,cherrypuddingie,1,0,0,0,1656508069826928644,in,,,,0
5526,14526,https://twitter.com/xychannnn/status/1656589965881671685,2023-05-11 09:20:00+00:00,"@bankbsi_id ini saya ga ada uang cash sama sekali loo, mau ambil di atm tetep gabisa mau tf juga gabisa gimana sih",1656589965881671685,xychannnn,0,0,0,0,1655807602104872960,in,,,,0
5527,10611,https://twitter.com/bobyindonesia/status/1657214762726588417,2023-05-13 02:42:43+00:00,Kira-kira ada yg kena UU PDP 2022 dari kasus bank bsi ini?,1657214762726588417,bobyindonesia,0,0,0,0,1657214762726588417,in,,,,0
5528,12440,https://twitter.com/pninokio/status/1656882307637338112,2023-05-12 04:41:40+00:00,"@Rasudin90 @bankbsi_id bertahap sih kak itu pemulihannya, cek secara berkala dulu aja",1656882307637338112,pninokio,0,0,0,0,1656632873045327873,in,,,,0
5529,14947,https://twitter.com/enyrahmawati182/status/1656563267484135425,2023-05-11 07:33:55+00:00,@bankbsi_id ada masalah apa kok mobile bankingQ tak bisa? Sini cerita siniiiii,1656563267484135425,enyrahmawati182,1,0,0,0,1656563267484135425,in,,,,0
5530,16073,https://twitter.com/fluthfim/status/1656512533640142848,2023-05-11 04:12:19+00:00,Admin @bankbsi_id sampai kapan errornya ya bsi mobile ini?,1656512533640142848,fluthfim,0,0,0,0,1656512533640142848,in,,,,0
5531,15087,https://twitter.com/TikTokI47113392/status/1656556397478449152,2023-05-11 07:06:37+00:00,"@bankbsi_id Besok Kamis/12/5/2023 blm normal, sumpah gw mau move ke #BCASyariah",1656556397478449152,TikTokI47113392,1,0,0,0,1655777758180708355,in,,,,0
5532,24223,https://twitter.com/wansetiawan79/status/1655870362020880384,2023-05-09 09:40:33+00:00,"Waktu proses migrasi dr bni syariah nyusahin, skrg nyusahin orang lagi error lebih dr 24 jam. Mau beli token listrik aja sampe kagak bisa... Parah parah parahhhh besok pagi fix gw tutup rekening @bankbsi_id",1655870362020880384,wansetiawan79,10,0,0,5,1655870362020880384,in,,,,0
5533,21553,https://twitter.com/cheesecakes17_/status/1656161200101810181,2023-05-10 04:56:14+00:00,@bankbsi_id @tawinthi masi ga bisa tf sesama bank bsi min😭,1656161200101810181,cheesecakes17_,0,0,0,0,1656125731611742214,in,,,,0
5534,15384,https://twitter.com/SDarazat/status/1656540499313053699,2023-05-11 06:03:26+00:00,"@adji_apriandi @bankbsi_id Kalau tranfer ke bank lain sama 6500
 Awas banyak akun cucunguk 🤣🤣",1656540499313053699,SDarazat,0,0,0,0,1653743793768902656,in,,,,0
5535,6663,https://twitter.com/JunAbdi1/status/1657459036680503296,2023-05-13 18:53:23+00:00,@secretbebee @bankbsi_id Trnsfernya jam brp kak? Saya jam 10 mlm kmrn trf ke bca notifnya gagal tapi saldo terpotong. Sampe skrng blm masuk2 jg.,1657459036680503296,JunAbdi1,1,0,0,0,1656869834557378560,in,,,,0
5536,20883,https://twitter.com/vitazvita/status/1656201682727084034,2023-05-10 07:37:06+00:00,"@fzorgive @bankbsi_id Iya, semoga aja. Luar biasa menguji kesabaran nih bsi.",1656201682727084034,vitazvita,0,0,0,0,1655767615644778496,in,,,,0
5537,17851,https://twitter.com/Karennna211/status/1656422009600081922,2023-05-10 22:12:36+00:00,@bankbsi_id sampe kapan erornya woyy??? Ga ada uang cash tolongg 🥲🥲🥲,1656422009600081922,Karennna211,0,0,0,0,1656422009600081922,in,,,,0
5538,14406,https://twitter.com/avvvrylll/status/1656596749283397634,2023-05-11 09:46:57+00:00,@shshieee @mavazkaid @bankbsi_id okeey makasii kak,1656596749283397634,avvvrylll,0,0,0,0,1655817689145942016,in,,,,0
